visitID,hubID,name,address,open,close,service_time,demand:weight:kg,demand:volume:m3,longitude,latitude,tag
EDKK2387,12,Store - Jack,"4655 Kimberly Junctions Suite 095
North Mary, MT 44556",7:00:00,18:00:00,30,100,10,106.940734,-6.397392,default
KDNN3506,12,Store - David,"851 Melissa Road Apt. 041
South Katie, WI 88182",7:00:00,18:00:00,30,100,10,107.003191,-6.31906,default
EDKK2432,12,Store - Douglas,"3555 Mark Road
South Bryanhaven, MA 42279",7:00:00,18:00:00,30,100,10,106.939272,-6.427043,default
KJDK3566,12,Store - Shannon,"9877 Mullen Meadow
North Ginaville, WI 55700",7:00:00,18:00:00,30,100,10,106.931053,-6.491131,default
EDKK2450,12,Store - Heather,"172 Kimberly Cove Suite 295
Joshuaberg, ND 64949",7:00:00,18:00:00,30,100,10,107.019674,-6.427999,default
KDNN3582,12,Store - Hannah,"23836 Douglas Knolls Suite 925
Tammyview, DE 69629",7:00:00,18:00:00,30,100,10,106.891889,-6.323638,
DSJN4703,12,Store - Heather,"95985 Angela Flat
East Brittneyshire, RI 58636",7:00:00,18:00:00,30,100,10,106.994435,-6.512388,
KJDK3594,12,Store - Kiara,"USS Avila
FPO AP 39810",7:00:00,18:00:00,30,100,10,106.896414,-6.375463,
LDIO1581,12,Store - Jeffrey,"70084 Katherine Lock
East Victoria, SD 29259",7:00:00,18:00:00,30,100,10,107.093003,-6.383337,default
EDKK2113,13,Store - Briana,"245 Ware Spur
Mariahtown, NC 59469",7:00:00,18:00:00,30,100,10,106.970614,-6.449115,
DSJN4351,13,Store - Julia,"31453 Kelli Canyon Apt. 013
Edwardston, IA 15080",7:00:00,18:00:00,30,100,10,106.910024,-6.511311,default
EDKK2122,13,Store - Amanda,"968 Ian Station Suite 060
Josemouth, CA 93280",7:00:00,18:00:00,30,100,10,107.039511,-6.304201,
KDNN3243,13,Store - Lori,"Unit 4959 Box 7005
DPO AP 39743",7:00:00,18:00:00,30,100,10,107.054505,-6.3841,
KJDK3257,13,Store - Timothy,"3434 Sanders Parkway
Connieborough, AR 64596",7:00:00,18:00:00,30,100,10,106.906132,-6.311317,default
LDIO1247,13,Store - Heather,"641 Ricky Islands
New Teresa, AZ 82229",7:00:00,18:00:00,30,100,10,106.861547,-6.420049,
EDKK2148,13,Store - John,"371 Roy Lodge
East Edwin, NV 40020",7:00:00,18:00:00,30,100,10,106.858754,-6.372883,default
KJDK3274,13,Store - Angela,"828 Angela Corners
Adamhaven, CT 50762",7:00:00,18:00:00,30,100,10,106.870209,-6.475338,default
DSJN4399,13,Store - Robert,"568 Michael Way
North Yolanda, HI 59497",7:00:00,18:00:00,30,100,10,106.942107,-6.291412,default
EDKK2199,13,Store - Amber,"7361 Rivas Freeway
Lake Derrick, VT 34244",7:00:00,18:00:00,30,100,10,106.942683,-6.452362,default
KDNN3314,13,Store - Christine,"5966 Carter Wall
Lorishire, WI 36527",7:00:00,18:00:00,30,100,10,107.07928,-6.445525,default
KDNN3324,13,Store - Kenneth,"79059 Daniel Road Apt. 949
East Brandonport, NM 79265",7:00:00,18:00:00,30,100,10,106.896359,-6.522954,
DSJN4454,13,Store - Angela,"47301 Jonathan Fords Suite 342
Loganfurt, CA 06922",7:00:00,18:00:00,30,100,10,106.973506,-6.319723,
LDIO1332,13,Store - Debbie,"5064 Riley Lane
Scottland, DE 91185",7:00:00,18:00:00,30,100,10,106.917679,-6.508691,default
KJDK3352,13,Store - Mrs.,"7362 Paul Vista Suite 994
Hamiltontown, VA 64160",7:00:00,18:00:00,30,100,10,106.910881,-6.292489,default
DSJN4472,13,Store - Linda,"90122 Mcgrath Divide
South Amanda, OH 01201",7:00:00,18:00:00,30,100,10,107.026001,-6.500023,
EDKK2253,13,Store - Miguel,"417 Brandon Parks
Adrianamouth, KS 50412",7:00:00,18:00:00,30,100,10,106.898633,-6.512935,default
EDKK2255,13,Store - Dr.,"8261 Hurley Spurs Suite 126
Port Gregoryfurt, MN 96865",7:00:00,18:00:00,30,100,10,106.86209,-6.378327,default
KDNN3376,13,Store - Veronica,"79995 James Greens
Tylertown, MO 25716",7:00:00,18:00:00,30,100,10,106.90574,-6.527433,default
KDNN3383,13,Store - Mary,"532 Aguilar Circles
Matthewsfort, IA 50800",7:00:00,18:00:00,30,100,10,106.931405,-6.294403,default
DSJN4503,13,Store - Diamond,"3253 Tran Center Suite 069
Jeffreyberg, NC 12717",7:00:00,18:00:00,30,100,10,106.96716,-6.51444,default
KJDK3404,13,Store - Kyle,"2207 Sanchez Ridges Apt. 175
Travisberg, ME 86690",7:00:00,18:00:00,30,100,10,106.893891,-6.397727,default
KDNN3405,13,Store - Antonio,"37970 Delgado Knolls
Andersonchester, MT 48727",7:00:00,18:00:00,30,100,10,106.950494,-6.396832,
KJDK3432,13,Store - Timothy,"97687 Taylor Cliffs Apt. 619
West Jennifer, ME 19038",7:00:00,18:00:00,30,100,10,106.868319,-6.374391,
KJDK3434,13,Store - Bonnie,"22005 Mcguire Lodge Suite 165
Samuelborough, DC 38406",7:00:00,18:00:00,30,100,10,107.046783,-6.366949,default
LDIO1419,13,Store - Malik,"97892 Graham Bypass Suite 186
Salazarfort, KY 55872",7:00:00,18:00:00,30,100,10,106.95608,-6.405182,default
DSJN4573,13,Store - Richard,"064 Evans Islands Apt. 932
Janeshire, OR 33631",7:00:00,18:00:00,30,100,10,107.075848,-6.453506,default
LDIO1452,13,Store - Lindsay,"9154 Stevens Island Apt. 935
Murphyfurt, SC 36358",7:00:00,18:00:00,30,100,10,107.001515,-6.318693,default
EDKK2360,13,Store - Allison,"6933 Gentry Dale Apt. 370
Port Ashley, CA 71979",7:00:00,18:00:00,30,100,10,107.064225,-6.444017,default
LDIO1461,13,Store - Jennifer,"199 Austin Path Suite 533
South Dustinburgh, IL 18099",7:00:00,18:00:00,30,100,10,106.974301,-6.353529,default
LDIO1469,13,Store - David,"557 Erin Bridge Suite 146
Hernandezmouth, ID 17564",7:00:00,18:00:00,30,100,10,107.0299,-6.434849,
EDKK2374,13,Store - Mrs.,"119 Jackson Lakes Suite 964
Port Lisa, MD 31393",7:00:00,18:00:00,30,100,10,106.969818,-6.387405,
DSJN4617,13,Store - Valerie,"PSC 0838, Box 6988
APO AA 55274",7:00:00,18:00:00,30,100,10,106.99557,-6.342304,default
DSJN4628,13,Store - Cheryl,"3005 John Courts Suite 749
Port Shawn, ME 69789",7:00:00,18:00:00,30,100,10,106.968308,-6.375961,
KJDK3529,13,Store - Keith,"24711 Welch Fords
Lake Chelseatown, RI 43725",7:00:00,18:00:00,30,100,10,107.095915,-6.292083,default
EDKK2413,13,Store - Mark,"74199 Anna Falls
Stephanietown, MO 06694",7:00:00,18:00:00,30,100,10,107.04762,-6.314195,
KDNN3523,13,Store - Jasmin,"56338 Christopher Village Suite 483
Tateview, SC 59531",7:00:00,18:00:00,30,100,10,107.061872,-6.353497,default
KDNN3531,13,Store - Jeremy,"552 Courtney Plains Suite 881
West Andrewside, NY 29856",7:00:00,18:00:00,30,100,10,107.031916,-6.393553,
KJDK3550,13,Store - Kimberly,"8002 Trujillo Corners
East Marilynbury, RI 71403",7:00:00,18:00:00,30,100,10,107.062622,-6.444988,default
DSJN4665,13,Store - Thomas,"89096 Margaret Pine Apt. 051
Kylefurt, DC 09666",7:00:00,18:00:00,30,100,10,106.884058,-6.30369,default
KDNN3547,13,Store - Teresa,"33719 Stout Prairie
Humphreyport, CT 09013",7:00:00,18:00:00,30,100,10,107.096293,-6.354654,default
KDNN3549,13,Store - Tamara,"PSC 8278, Box 0902
APO AE 69508",7:00:00,18:00:00,30,100,10,106.972698,-6.398894,
EDKK2442,13,Store - Alice,"81880 Donald Inlet
East Jared, GA 10374",7:00:00,18:00:00,30,100,10,106.876118,-6.343808,default
LDIO1561,13,Store - Douglas,"6047 Atkins Station Apt. 128
Christopherville, WV 26646",7:00:00,18:00:00,30,100,10,107.091991,-6.407666,default
KJDK3581,13,Store - Samantha,"6741 Dennis Roads
Colemanhaven, CT 87578",7:00:00,18:00:00,30,100,10,106.910231,-6.379384,default
KDNN3578,13,Store - Shaun,"USS Vega
FPO AA 50303",7:00:00,18:00:00,30,100,10,107.08923,-6.527168,default
KJDK3589,13,Store - Mary,"325 Justin Turnpike
Pamelabury, VT 39273",7:00:00,18:00:00,30,100,10,107.025492,-6.444478,default
DSJN4352,14,Store - Mr.,"4498 Hayes Highway
Annefort, MI 77841",7:00:00,18:00:00,30,100,10,106.989268,-6.349345,
DSJN4356,14,Store - Daniel,"244 Matthew Flat Suite 299
North John, MA 05930",7:00:00,18:00:00,30,100,10,106.886884,-6.311476,default
KJDK3249,14,Store - Christina,"5087 Moyer Meadows Suite 599
Erikafort, KS 12776",7:00:00,18:00:00,30,100,10,107.073431,-6.309091,
EDKK2131,14,Store - Jessica,"929 Sarah Corner
Joseborough, HI 99414",7:00:00,18:00:00,30,100,10,107.041965,-6.360221,
KDNN3244,14,Store - Ronnie,"06454 Harrison Rapid
Douglasmouth, CT 24532",7:00:00,18:00:00,30,100,10,106.879401,-6.444976,default
DSJN4365,14,Store - Gabriel,"069 Bowman Causeway Suite 402
East Michael, UT 83681",7:00:00,18:00:00,30,100,10,107.063161,-6.385259,default
KJDK3260,14,Store - Mallory,"53675 Craig Alley Apt. 288
Matthewfort, RI 85556",7:00:00,18:00:00,30,100,10,107.034298,-6.374401,default
KJDK3261,14,Store - Ann,"5229 York Skyway Suite 994
Thomasland, FL 88596",7:00:00,18:00:00,30,100,10,107.05313,-6.417569,
DSJN4390,14,Store - Ashley,"5455 Chad Trace Apt. 543
Michaelfort, CA 02169",7:00:00,18:00:00,30,100,10,106.866015,-6.364192,default
EDKK2169,14,Store - Albert,"136 Matthew Junctions
South Emily, OR 90649",7:00:00,18:00:00,30,100,10,106.960196,-6.471149,default
KJDK3295,14,Store - Alyssa,"691 Krueger Fords Suite 555
New Madison, FL 45113",7:00:00,18:00:00,30,100,10,107.026984,-6.368097,default
KJDK3309,14,Store - Matthew,"Unit 5344 Box 2862
DPO AA 16539",7:00:00,18:00:00,30,100,10,106.927917,-6.4313,
LDIO1291,14,Store - Rachel,"59396 Gabriel Stream
Wrightshire, MO 79403",7:00:00,18:00:00,30,100,10,107.085686,-6.411722,default
DSJN4426,14,Store - Gabriela,"980 Phillips Islands Apt. 477
Jamesmouth, CA 19851",7:00:00,18:00:00,30,100,10,106.977074,-6.472936,default
KJDK3337,14,Store - Laura,"42235 Rodriguez Loop Suite 205
Michaelland, MT 65271",7:00:00,18:00:00,30,100,10,107.080486,-6.289224,default
LDIO1333,14,Store - Martha,"7752 Mclaughlin Fall Apt. 575
South Jennifer, MD 86968",7:00:00,18:00:00,30,100,10,106.884572,-6.461562,default
DSJN4477,14,Store - Adam,"55447 Sims Neck
North Nathanfort, WY 81598",7:00:00,18:00:00,30,100,10,106.892389,-6.463384,default
KJDK3370,14,Store - Tara,"220 Nelson Hollow Suite 925
Martinezfurt, SC 62638",7:00:00,18:00:00,30,100,10,106.90033,-6.343369,default
LDIO1354,14,Store - Judy,"6344 Sanchez Divide
Yolandamouth, TN 52820",7:00:00,18:00:00,30,100,10,106.874823,-6.415256,default
EDKK2262,14,Store - Rachel,"USNS Sanchez
FPO AP 34589",7:00:00,18:00:00,30,100,10,107.083504,-6.441886,default
EDKK2267,14,Store - Joshua,"1292 Chase Mission Suite 347
Lake Malik, NV 93100",7:00:00,18:00:00,30,100,10,106.886265,-6.506321,default
LDIO1374,14,Store - Michael,"9950 Scott Junctions Apt. 925
New Alexandrafurt, TX 29470",7:00:00,18:00:00,30,100,10,106.892129,-6.347452,default
EDKK2286,14,Store - Jacqueline,"PSC 3548, Box 1586
APO AA 98974",7:00:00,18:00:00,30,100,10,107.055824,-6.41262,default
DSJN4541,14,Store - Cynthia,"54930 David Bridge Suite 157
Simmonsmouth, MN 85631",7:00:00,18:00:00,30,100,10,107.010617,-6.364332,
LDIO1434,14,Store - Bethany,"7121 Derrick Harbors
Port Richardport, MI 75497",7:00:00,18:00:00,30,100,10,106.983787,-6.440685,default
KJDK3460,14,Store - Dr.,"35738 Austin Lane
Gregoryshire, AL 09708",7:00:00,18:00:00,30,100,10,107.074005,-6.342922,default
LDIO1444,14,Store - Steven,"8285 Vargas Plaza Suite 273
Matthewchester, AK 08043",7:00:00,18:00:00,30,100,10,106.940969,-6.308139,default
EDKK2358,14,Store - Becky,"4099 Phillip Squares
New Sheilamouth, CA 50016",7:00:00,18:00:00,30,100,10,106.977463,-6.319242,default
KDNN3479,14,Store - Jack,"54514 Catherine Stream
Williamsshire, MO 47255",7:00:00,18:00:00,30,100,10,106.993504,-6.478027,default
KDNN3484,14,Store - James,"153 Patel Orchard
Sandraberg, IL 57889",7:00:00,18:00:00,30,100,10,106.916884,-6.337691,default
EDKK2380,14,Store - Alicia,"09288 Christopher Parkway Suite 698
New Sarahstad, NH 94328",7:00:00,18:00:00,30,100,10,107.048252,-6.380839,
KDNN3504,14,Store - James,"3627 Young Views Apt. 560
Port Devin, VT 44460",7:00:00,18:00:00,30,100,10,107.070023,-6.449199,
DSJN4631,14,Store - Ana,"529 Robin Ridge
Colemanhaven, TN 52717",7:00:00,18:00:00,30,100,10,107.005271,-6.330996,
KJDK3526,14,Store - Eric,"9468 Jonathan Squares
North Jesseland, NC 60617",7:00:00,18:00:00,30,100,10,107.058724,-6.346171,default
KJDK3537,14,Store - Michael,"5739 Debra Crossing Suite 347
North John, PA 60209",7:00:00,18:00:00,30,100,10,106.936993,-6.464064,
KJDK3541,14,Store - Sharon,"USNV Hardy
FPO AE 94651",7:00:00,18:00:00,30,100,10,107.078951,-6.502631,default
KDNN3542,14,Store - Chelsey,"63577 Jeffrey Lodge
Lake Tanyaside, OR 73113",7:00:00,18:00:00,30,100,10,106.946437,-6.345693,default
LDIO1548,14,Store - John,"5183 Jacob Parks Suite 743
Erikfort, NV 00552",7:00:00,18:00:00,30,100,10,107.032723,-6.465941,default
KDNN3568,14,Store - Carmen,"6266 Stewart Plains
Emilymouth, VT 84030",7:00:00,18:00:00,30,100,10,107.075145,-6.335172,default
KJDK3587,14,Store - Stephanie,"7774 Fischer Mall Suite 178
West Crystalville, GA 57340",7:00:00,18:00:00,30,100,10,106.959879,-6.509122,default
EDKK2146,15,Store - Michelle,"17403 Hubbard Canyon Apt. 753
Vanessashire, DC 96058",7:00:00,18:00:00,30,100,10,106.960927,-6.38711,
DSJN4387,15,Store - Mary,"316 Campbell Haven
Collinsville, LA 54945",7:00:00,18:00:00,30,100,10,106.897304,-6.400617,default
LDIO1269,15,Store - Sarah,"2178 Jeffrey Road Suite 566
East Jasonchester, VA 38180",7:00:00,18:00:00,30,100,10,106.983039,-6.41674,default
EDKK2195,15,Store - Julie,"06544 Debbie Spur
New Patricia, IN 14497",7:00:00,18:00:00,30,100,10,106.899575,-6.409975,default
KJDK3315,15,Store - Sandra,"7738 Larry Fields Suite 828
Laurenstad, ME 73414",7:00:00,18:00:00,30,100,10,106.988518,-6.387387,
DSJN4435,15,Store - Kimberly,"17318 Graham Hill Apt. 137
Lake Natalie, HI 83775",7:00:00,18:00:00,30,100,10,107.09119,-6.366586,default
DSJN4445,15,Store - Todd,"59646 Megan Hills
Janetmouth, MA 31792",7:00:00,18:00:00,30,100,10,107.084855,-6.342353,
DSJN4458,15,Store - Diane,"Unit 2132 Box 2884
DPO AE 62438",7:00:00,18:00:00,30,100,10,107.080175,-6.4566,default
LDIO1346,15,Store - Julia,"40570 Chan Station Apt. 069
Torresside, WY 52101",7:00:00,18:00:00,30,100,10,107.043173,-6.2948,
LDIO1347,15,Store - Gabriella,"318 Carpenter Corners Suite 498
Brianside, KS 71729",7:00:00,18:00:00,30,100,10,107.046913,-6.442867,default
KDNN3369,15,Store - Kimberly,"31424 Brown Viaduct Apt. 205
North April, NH 59415",7:00:00,18:00:00,30,100,10,106.966571,-6.455393,
LDIO1372,15,Store - Katherine,"13965 Berry Summit
Sandraville, WV 66749",7:00:00,18:00:00,30,100,10,107.046157,-6.502298,default
KJDK3396,15,Store - Tiffany,"612 Tara Tunnel Apt. 044
Sheilaview, TX 22429",7:00:00,18:00:00,30,100,10,106.962206,-6.354776,
KDNN3395,15,Store - Jessica,"Unit 7201 Box 1462
DPO AP 65153",7:00:00,18:00:00,30,100,10,106.937286,-6.31852,default
KDNN3410,15,Store - Jason,"829 Park Islands Apt. 496
East Waynestad, WA 35749",7:00:00,18:00:00,30,100,10,106.86848,-6.306607,default
KJDK3422,15,Store - James,"770 Darren Canyon
North Jamie, NE 91732",7:00:00,18:00:00,30,100,10,106.983713,-6.387234,default
EDKK2315,15,Store - Joel,"05109 Patty Run Suite 926
Maryfurt, AZ 79865",7:00:00,18:00:00,30,100,10,107.093368,-6.331604,default
LDIO1426,15,Store - Aaron,"6219 Watkins Pines Apt. 075
Victoriahaven, AR 07957",7:00:00,18:00:00,30,100,10,107.041904,-6.514719,default
KDNN3437,15,Store - Mark,"1428 Donna Crescent
North Alison, CO 70330",7:00:00,18:00:00,30,100,10,107.073565,-6.40732,default
KJDK3448,15,Store - Kevin,"9828 Kelly Point Suite 838
Jacquelinestad, VA 94969",7:00:00,18:00:00,30,100,10,106.87431,-6.510204,default
KJDK3452,15,Store - Michael,"93427 Craig Oval Suite 306
Westton, GA 17299",7:00:00,18:00:00,30,100,10,107.004791,-6.406858,default
EDKK2337,15,Store - Emily,"54776 Daniel Parkway Suite 488
Mullinsport, MA 74149",7:00:00,18:00:00,30,100,10,106.989043,-6.452105,default
DSJN4577,15,Store - Teresa,"269 Bryant Land
Smithfort, WY 73569",7:00:00,18:00:00,30,100,10,106.955692,-6.310732,
KDNN3483,15,Store - Melissa,"2273 Hanson Isle
Amberchester, VA 91140",7:00:00,18:00:00,30,100,10,106.959439,-6.305042,
EDKK2377,15,Store - Matthew,"06754 Ian Mountain
North Melissatown, OH 16290",7:00:00,18:00:00,30,100,10,106.921681,-6.493674,
LDIO1484,15,Store - Ashley,"USNV Sherman
FPO AP 65096",7:00:00,18:00:00,30,100,10,106.980919,-6.341862,
DSJN4632,15,Store - Michael,"PSC 2344, Box 4473
APO AA 19904",7:00:00,18:00:00,30,100,10,106.979624,-6.467106,default
KDNN3522,15,Store - Michael,"575 Chapman Stravenue Suite 179
New Charles, ME 78754",7:00:00,18:00:00,30,100,10,106.888672,-6.49042,
EDKK2433,15,Store - Monica,"0498 Davenport Port Apt. 596
Allenmouth, OR 52461",7:00:00,18:00:00,30,100,10,106.987583,-6.289237,default
KJDK3557,15,Store - Theresa,"3269 Christina Rapid Suite 235
Jamesmouth, ME 60077",7:00:00,18:00:00,30,100,10,106.922541,-6.291615,default
KDNN3554,15,Store - Ricky,"8071 Carlos Street
West Alexanderstad, NE 99707",7:00:00,18:00:00,30,100,10,107.028862,-6.397452,default
EDKK2445,15,Store - William,"99938 Payne Fort Suite 483
Jasminefurt, DE 47348",7:00:00,18:00:00,30,100,10,106.866901,-6.438002,default
DSJN4684,15,Store - Melanie,"09114 Proctor Ranch
North Curtis, WY 45285",7:00:00,18:00:00,30,100,10,106.914084,-6.4596,default
LDIO1555,15,Store - Leslie,"PSC 0007, Box 7108
APO AP 43667",7:00:00,18:00:00,30,100,10,107.052786,-6.354362,default
DSJN4689,15,Store - Judith,"8831 Christopher Flat Suite 180
West Mark, WY 71452",7:00:00,18:00:00,30,100,10,106.869952,-6.423694,default
LDIO1215,16,Store - George,"925 Robert Views
Nicholasmouth, CO 07639",7:00:00,18:00:00,30,100,10,107.011106,-6.517512,default
LDIO1216,16,Store - Traci,"94980 David Highway
New Michael, LA 27993",7:00:00,18:00:00,30,100,10,106.957219,-6.504691,default
EDKK2124,16,Store - Ryan,"095 Jacob Trafficway Suite 791
New Nathanview, ME 53870",7:00:00,18:00:00,30,100,10,107.07949,-6.509926,default
EDKK2150,16,Store - Kimberly,"02882 Sherry Locks Apt. 029
Christophershire, MI 41040",7:00:00,18:00:00,30,100,10,107.093723,-6.30055,default
KJDK3310,16,Store - Heather,"281 Stephen Fork Suite 029
Molinafort, IN 78552",7:00:00,18:00:00,30,100,10,107.021776,-6.530158,default
DSJN4431,16,Store - Justin,"34906 Timothy Glen Suite 522
New Alexstad, KS 18637",7:00:00,18:00:00,30,100,10,107.045566,-6.306594,default
KDNN3312,16,Store - Antonio,"127 Mueller Shore
New Melissaburgh, CO 23399",7:00:00,18:00:00,30,100,10,107.054098,-6.49659,
EDKK2208,16,Store - Elizabeth,"7355 Rodriguez Views
Port Stephanie, TN 15916",7:00:00,18:00:00,30,100,10,107.050797,-6.453716,default
KJDK3329,16,Store - Douglas,"3866 Warren Club
Catherineside, WV 56215",7:00:00,18:00:00,30,100,10,106.978901,-6.495196,default
LDIO1311,16,Store - Jonathan,"58082 Cohen Ferry Apt. 305
Lake Christopherland, WV 80935",7:00:00,18:00:00,30,100,10,107.007317,-6.510765,default
LDIO1316,16,Store - Patricia,"715 William Mountains
Lake Jenna, WI 65745",7:00:00,18:00:00,30,100,10,106.913675,-6.366405,
KJDK3346,16,Store - Jose,"059 Gomez Union
Joneshaven, KS 63450",7:00:00,18:00:00,30,100,10,106.945217,-6.389694,default
EDKK2228,16,Store - Ashley,"60298 Young Cove
Davidland, AZ 81723",7:00:00,18:00:00,30,100,10,106.879268,-6.478721,default
EDKK2235,16,Store - Kelly,"292 Brittany Skyway Apt. 991
Jamesmouth, IA 39725",7:00:00,18:00:00,30,100,10,106.857497,-6.421034,default
KDNN3351,16,Store - Mr.,"1987 Marshall Trail
Port Davidburgh, OK 14337",7:00:00,18:00:00,30,100,10,106.966272,-6.463704,
DSJN4484,16,Store - Erik,"2807 Paul Turnpike Apt. 726
West Tanya, IA 66257",7:00:00,18:00:00,30,100,10,107.049939,-6.509614,
LDIO1377,16,Store - Renee,"618 Zamora Mall
New Deborah, TX 33720",7:00:00,18:00:00,30,100,10,106.992226,-6.315424,default
EDKK2282,16,Store - Michael,"877 Thomas Flat Apt. 431
New Glennfort, NH 12176",7:00:00,18:00:00,30,100,10,106.943636,-6.413578,default
EDKK2284,16,Store - Andrew,"99949 Derek Mountains Suite 895
Thompsonview, IA 62227",7:00:00,18:00:00,30,100,10,106.946244,-6.296294,
KJDK3412,16,Store - Chad,"725 Wilkerson Summit Suite 249
East Danielle, MT 87658",7:00:00,18:00:00,30,100,10,106.862547,-6.329355,default
KJDK3430,16,Store - Daniel,"PSC 2096, Box 7715
APO AE 12999",7:00:00,18:00:00,30,100,10,107.023533,-6.500931,default
LDIO1412,16,Store - Lauren,"USNV Frank
FPO AA 15217",7:00:00,18:00:00,30,100,10,107.050238,-6.384731,
LDIO1414,16,Store - Sally,"3827 Hall Brook Apt. 515
Danaport, LA 83024",7:00:00,18:00:00,30,100,10,106.863206,-6.528385,default
EDKK2319,16,Store - Samantha,"48209 Mccoy Meadows Suite 694
South Ryan, AK 03258",7:00:00,18:00:00,30,100,10,106.981352,-6.320744,default
KDNN3447,16,Store - Michael,"12179 James Mission Suite 749
Robertoton, ID 68446",7:00:00,18:00:00,30,100,10,106.945592,-6.460561,
EDKK2344,16,Store - Randall,"161 Crystal Forest Suite 232
West Teresa, IA 64620",7:00:00,18:00:00,30,100,10,106.908806,-6.376107,
DSJN4593,16,Store - Samuel,"39057 Ronald Roads Apt. 326
North Devinshire, HI 64788",7:00:00,18:00:00,30,100,10,106.944592,-6.329999,default
KDNN3474,16,Store - Kevin,"8689 Rivera Expressway
Josephshire, MA 71610",7:00:00,18:00:00,30,100,10,107.043919,-6.473251,
LDIO1465,16,Store - Nicholas,"Unit 4803 Box 7543
DPO AE 74179",7:00:00,18:00:00,30,100,10,107.028129,-6.319241,default
EDKK2370,16,Store - Kelli,"1535 Downs Plaza Apt. 047
East William, NY 42846",7:00:00,18:00:00,30,100,10,107.036747,-6.49117,default
KDNN3490,16,Store - Stephanie,"8946 Michelle Harbor Suite 347
Mezatown, VA 01437",7:00:00,18:00:00,30,100,10,107.046024,-6.519985,default
LDIO1500,16,Store - Sheila,"USNS Gonzalez
FPO AA 52441",7:00:00,18:00:00,30,100,10,106.894918,-6.364133,default
KDNN3511,16,Store - Natalie,"5619 Sanders Flat Suite 236
Christopherview, SD 04704",7:00:00,18:00:00,30,100,10,106.930216,-6.378979,default
LDIO1511,16,Store - Emily,"858 Bright Fields Suite 159
East Andrewton, NE 88452",7:00:00,18:00:00,30,100,10,106.933492,-6.471031,
LDIO1521,16,Store - Andrew,"7943 Edward Crossing Apt. 664
Philliphaven, NH 93215",7:00:00,18:00:00,30,100,10,107.090621,-6.331676,default
LDIO1523,16,Store - Darius,"147 Ashley Circle Apt. 261
North Jasminestad, SC 13420",7:00:00,18:00:00,30,100,10,107.091916,-6.374588,
KJDK3548,16,Store - Sara,"129 Christina Shore
North Jerry, KY 43588",7:00:00,18:00:00,30,100,10,107.093023,-6.309796,default
KJDK3552,16,Store - Cody,"428 Bush Square Suite 206
South Bruce, AK 38490",7:00:00,18:00:00,30,100,10,107.013188,-6.463087,
EDKK2435,16,Store - Elizabeth,"54629 Vargas Circles
South Craigmouth, WY 87263",7:00:00,18:00:00,30,100,10,107.009688,-6.295806,default
LDIO1536,16,Store - Brad,"153 Jesse Field Apt. 891
Saraborough, UT 76547",7:00:00,18:00:00,30,100,10,107.00155,-6.474978,default
EDKK2438,16,Store - Tiffany,"1924 Wiley Mountains
West Cassandrachester, ND 84968",7:00:00,18:00:00,30,100,10,106.909791,-6.350635,default
DSJN4672,16,Store - Steven,"800 Wilson Brooks Suite 331
West Jeffreyton, ND 08231",7:00:00,18:00:00,30,100,10,106.905038,-6.522585,default
KJDK3575,16,Store - Mary,"02477 Hammond Courts Suite 962
Jamesborough, ID 81431",7:00:00,18:00:00,30,100,10,106.969766,-6.441738,default
KDNN3223,17,Store - Nathan,"3936 Kristin Plaza Apt. 378
North Joanne, HI 66455",7:00:00,18:00:00,30,100,10,107.067192,-6.418715,default
LDIO1249,17,Store - Robert,"04469 Michelle Wall Apt. 853
South Gwendolyn, IA 91094",7:00:00,18:00:00,30,100,10,107.019591,-6.509428,default
KDNN3264,17,Store - Erica,"3270 Deborah Harbors Apt. 783
Danielbury, MN 64267",7:00:00,18:00:00,30,100,10,106.862981,-6.304901,
DSJN4391,17,Store - April,"4705 Jesus Mountains Suite 004
Bobbymouth, MD 62864",7:00:00,18:00:00,30,100,10,107.019758,-6.460252,
KJDK3285,17,Store - Ethan,"85333 Sullivan Walks Apt. 324
North Cody, MO 43281",7:00:00,18:00:00,30,100,10,107.040858,-6.321569,
LDIO1274,17,Store - Amanda,"99489 Harrell Manor Suite 010
Antoniochester, MD 50559",7:00:00,18:00:00,30,100,10,106.936122,-6.438487,
KJDK3299,17,Store - Sarah,"758 Garcia Mount
Lake Stephanie, OR 57564",7:00:00,18:00:00,30,100,10,107.00142,-6.30125,default
KDNN3298,17,Store - Patricia,"36482 Andre Coves Suite 761
Port Jeffrey, MO 82111",7:00:00,18:00:00,30,100,10,106.869623,-6.353377,default
LDIO1293,17,Store - Sherry,"1057 Griffin Forks Apt. 038
Fitzpatrickburgh, RI 91409",7:00:00,18:00:00,30,100,10,107.002566,-6.374769,default
KJDK3359,17,Store - Joshua,"61463 Mckee Greens
Karenberg, DE 80806",7:00:00,18:00:00,30,100,10,106.929412,-6.31903,default
EDKK2249,17,Store - Gregory,"1763 Taylor Tunnel Apt. 602
Stonehaven, OR 40146",7:00:00,18:00:00,30,100,10,106.994221,-6.372985,default
EDKK2252,17,Store - Joshua,"09683 Carla Mountain
Alfredfurt, MO 78639",7:00:00,18:00:00,30,100,10,106.888806,-6.501823,default
KJDK3389,17,Store - Sandra,"22125 Smith Inlet
Oscarburgh, SC 68978",7:00:00,18:00:00,30,100,10,106.872006,-6.443912,default
